,first,second
2185,You take slights very personally.,You are basically an introvert.
2186,You take slights very personally.,You will do whatever it takes to protect and defend your family or loved ones.
2187,You take slights very personally.,You tend to be a pack-rat because everything has an emotional memory behind it.
2188,You take slights very personally.,you find security in all those memories.
2189,You take slights very personally.,Nothing or no one is ever gone if they leave their memory behind.
2190,You take slights very personally.,"Thus, you can become quite possessive."
2191,You take slights very personally.,"You have the memory of an elephant, but you must learn to forgive and forget past hurts."
2192,You take slights very personally.,"If you have Mercury in Gemini, you have an extremely adaptable, energetic, active, alert, curious, and versatile mind."
2193,You take slights very personally.,"You seek knowledge, either through reading or conversation, or through travel and talking with the new people you constantly meet."
2194,You take slights very personally.,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.
2195,You take slights very personally.,Exercise is a good way to release this tension.
